# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Aug  3 20:42:29 2024
#
# User preference: *
#
# CONSTRAINT:  where (discoverymethod like '%imaging%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
PZ Tel b,PZ Tel,1,1,1,Imaging,2023,W. M. Keck Observatory,Published Confirmed,0,<a refstr=FRANSON__AMP__BOWLER_2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230401302F/abstract target=ref>Franson &amp; Bowler 2023</a>,44000.00000000,40000.00000000,-10000.00000000,0,27.000000,14.000000,-4.000000,0,,,,,,,,,8581.36699,7945.71018,-2860.45566,0,27.00000,25.00000,-9.00000,0,Mass,0.520000,0.080000,-0.100000,0,,,,,,,,,0,<a refstr=FRANSON__AMP__BOWLER_2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230401302F/abstract target=ref>Franson &amp; Bowler 2023</a>,G9 IV,,,,,,,,,1.36,0.15,-0.13,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h53m05.90s,283.2745823,-50d10m51.22s,-50.1808952,47.0648000,0.1347000,-0.1338000,8.4300000,0.0300000,-0.0300000,6.3660000,0.0240000,-0.0240000,8.0989400,0.0019910,-0.0019910,2023-04-10,2023-04,2023-04-10
ROXs 12 b,ROXs 12,1,2,1,Imaging,2013,W. M. Keck Observatory,Published Confirmed,0,<a refstr=KRAUS_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...20K/abstract target=ref> Kraus et al. 2014 </a>,,,,,210.000000,20.000000,-20.000000,0,,,,,,,,,5085.00000,1271.00000,-1271.00000,0,16.00000,4.00000,-4.00000,0,Mass,,,,,,,,,,,,,0,<a refstr=KRAUS_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...20K/abstract target=ref> Kraus et al. 2014 </a>,M0,3850.00,100.00,-70.00,0,,,,,0.87,0.08,-0.08,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h26m28.03s,246.6167993,-25d26m48.10s,-25.4466950,136.6500000,0.7880000,-0.7790000,14.7630000,0.0920000,-0.0920000,9.0990000,0.0250000,-0.0250000,13.2655000,0.0012750,-0.0012750,2014-05-14,2014-01,2014-05-14
ROXs 12 b,ROXs 12,0,2,1,Imaging,2013,W. M. Keck Observatory,Published Confirmed,0,<a refstr=BRYAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827..100B/abstract target=ref>Bryan et al. 2016</a>,,,,,214.000000,,,0,,,,,,,,,,,,,,,,,,0.830000,,,1,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3547.00,162.10,-77.00,0,1.07,0.15,-0.14,0,0.48,0.10,-0.08,0,,,,,,4.07,0.16,-0.21,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h26m28.03s,246.6167993,-25d26m48.10s,-25.4466950,136.6500000,0.7880000,-0.7790000,14.7630000,0.0920000,-0.0920000,9.0990000,0.0250000,-0.0250000,13.2655000,0.0012750,-0.0012750,2016-09-14,2016-08,2016-09-15
ROXs 42 B b,ROXs 42 B,1,2,1,Imaging,2013,Multiple Observatories,Published Confirmed,0,<a refstr=CURRIE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787..104C/abstract target=ref> Currie et al. 2014</a>,,,,,157.000000,,,0,,,,,,,,,2860.00000,953.00000,-953.00000,0,9.00000,3.00000,-3.00000,0,Mass,,,,,,,,,1975,25,-25,0,0,<a refstr=CURRIE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...780L..30C/abstract target=ref> Currie et al. 2014 </a>,M0,,,,,,,,,1.00,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h31m15.01s,247.8125493,-24d32m44.08s,-24.5455770,143.5900000,1.5420000,-1.5110000,14.6610000,0.0800000,-0.0800000,8.6710000,0.0230000,-0.0230000,13.1164000,0.0043270,-0.0043270,2014-05-14,2014-06,2014-05-14
ROXs 42 B b,ROXs 42 B,0,2,1,Imaging,2013,Multiple Observatories,Published Confirmed,0,<a refstr=CURRIE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...780L..30C/abstract target=ref> Currie et al. 2014 </a>,,,,,150.000000,,,0,,,,,,,,,3337.10000,1430.20000,-1430.20000,0,10.50000,4.50000,-4.50000,0,Mass,,,,,,,,,2200,400,-400,0,0,<a refstr=CURRIE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...780L..30C/abstract target=ref> Currie et al. 2014 </a>,M0,,,,,,,,,1.00,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h31m15.01s,247.8125493,-24d32m44.08s,-24.5455770,143.5900000,1.5420000,-1.5110000,14.6610000,0.0800000,-0.0800000,8.6710000,0.0230000,-0.0230000,13.1164000,0.0043270,-0.0043270,2014-05-16,2014-01,2014-05-16
ROXs 42 B b,ROXs 42 B,0,2,1,Imaging,2013,Multiple Observatories,Published Confirmed,0,<a refstr=BRYAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827..100B/abstract target=ref>Bryan et al. 2016</a>,,,,,140.000000,,,0,,,,,,,,,,,,,,,,,,0.580000,,,1,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3433.00,123.00,-123.00,0,1.34,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h31m15.01s,247.8125493,-24d32m44.08s,-24.5455770,143.5900000,1.5420000,-1.5110000,14.6610000,0.0800000,-0.0800000,8.6710000,0.0230000,-0.0230000,13.1164000,0.0043270,-0.0043270,2016-09-14,2016-08,2016-09-15
Ross 458 c,Ross 458,1,2,1,Imaging,2010,Las Campanas Observatory,Published Confirmed,0,<a refstr=BURGASSER_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...725.1405B/abstract target=ref> Burgasser et al. 2010 </a>,,,,,1100.000000,,,-1,14.011,,,0,1.250,,,0,1906.98000,,,0,6.00000,,,0,Mass,,,,,,,,,,,,,0,<a refstr=BURGASSER_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...725.1405B/abstract target=ref> Burgasser et al. 2010 </a>,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h00m45.89s,195.1912147,+12d22m32.16s,12.3755996,11.5094000,0.0202500,-0.0202500,9.7600000,0.1000000,-0.1000000,5.5780000,0.0160000,-0.0160000,8.9080900,0.0014040,-0.0014040,2020-09-18,2010-12,2020-09-24
SR 12 AB c,SR 12 AB,1,2,1,Imaging,2010,Infrared Survey Facility,Published Confirmed,0,<a refstr=KUZUHARA_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011AJ....141..119K/abstract target=ref> Kuzuhara et al. 2011 </a>,,,,,,,,,,,,,,,,,4131.62000,2224.72000,-2224.72000,0,13.00000,7.00000,-7.00000,0,Mass,,,,,,,,,,,,,0,<a refstr=KUZUHARA_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011AJ....141..119K/abstract target=ref> Kuzuhara et al. 2011 </a>,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h27m19.50s,246.8312363,-24d41m40.81s,-24.6946687,,,,13.3550000,1.1330000,-1.1330000,8.4080000,0.0360000,-0.0360000,12.1811000,0.0027710,-0.0027710,2014-05-14,2011-04,2014-05-14
TYC 8998-760-1 b,TYC 8998-760-1,1,1,2,Imaging,2020,Paranal Observatory,Published Confirmed,0,<a refstr=BOHN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492..431B/abstract target=ref>Bohn et al. 2020</a>,,,,,162.000000,,,0,,,,,,,,,4449.62000,953.49000,-953.49000,0,14.00000,3.00000,-3.00000,0,Mass,,,,,,,,,,,,,0,<a refstr=BOHN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492..431B/abstract target=ref>Bohn et al. 2020</a>,K3 IV,4573.00,10.00,-10.00,0,,,,,1.00,0.02,-0.02,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h25m12.03s,201.3001096,-64d56m20.96s,-64.9391566,94.6177000,0.2844000,-0.2828000,11.1240000,0.0130000,-0.0130000,8.3920000,0.0270000,-0.0270000,10.6505000,0.0018280,-0.0018280,2020-03-26,2020-02,2020-04-02
TYC 8998-760-1 b,TYC 8998-760-1,0,1,2,Imaging,2020,Paranal Observatory,Published Confirmed,0,<a refstr=WOOD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221203266W/abstract target=ref>Wood et al. 2022</a>,,,,,,,,,,,,,,,,,6928.65927,953.48522,-953.48522,0,21.80000,3.00000,-3.00000,0,Mass,,,,,,,,,,,,,0,<a refstr=WOOD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221203266W/abstract target=ref>Wood et al. 2022</a>,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h25m12.03s,201.3001096,-64d56m20.96s,-64.9391566,94.6177000,0.2844000,-0.2828000,11.1240000,0.0130000,-0.0130000,8.3920000,0.0270000,-0.0270000,10.6505000,0.0018280,-0.0018280,2022-12-17,2022-12,2022-12-17
TYC 8998-760-1 c,TYC 8998-760-1,1,1,2,Imaging,2020,Paranal Observatory,Published Confirmed,0,<a refstr=BOHN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...898L..16B/abstract target=ref>Bohn et al. 2020</a>,,,,,320.000000,,,0,12.330,6.725,-3.363,0,1.100,0.600,-0.300,0,1906.98000,317.83000,-317.83000,0,6.00000,1.00000,-1.00000,0,Mass,,,,,,,,,1240,160,-170,0,0,<a refstr=BOHN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...898L..16B/abstract target=ref>Bohn et al. 2020</a>,,,,,,,,,,1.00,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h25m12.03s,201.3001096,-64d56m20.96s,-64.9391566,94.6177000,0.2844000,-0.2828000,11.1240000,0.0130000,-0.0130000,8.3920000,0.0270000,-0.0270000,10.6505000,0.0018280,-0.0018280,2020-07-17,2020-07,2020-07-23
TYC 8998-760-1 c,TYC 8998-760-1,0,1,2,Imaging,2020,Paranal Observatory,Published Confirmed,0,<a refstr=WOOD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221203266W/abstract target=ref>Wood et al. 2022</a>,,,,,,,,,,,,,,,,,2288.36453,222.47988,-222.47988,0,7.20000,0.70000,-0.70000,0,Mass,,,,,,,,,,,,,0,<a refstr=WOOD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221203266W/abstract target=ref>Wood et al. 2022</a>,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h25m12.03s,201.3001096,-64d56m20.96s,-64.9391566,94.6177000,0.2844000,-0.2828000,11.1240000,0.0130000,-0.0130000,8.3920000,0.0270000,-0.0270000,10.6505000,0.0018280,-0.0018280,2022-12-17,2022-12,2022-12-17
UCAC3 113-933 b,UCAC3 113-933,1,1,1,Imaging,2024,Multiple Observatories,Published Confirmed,0,<a refstr=ROTHERMICH_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..253R/abstract target=ref>Rothermich et al. 2024</a>,,,,,6100.000000,,,0,,,,,,,,,6674.39655,,,0,21.00000,,,0,Mass,,,,,,,,,,,,,0,<a refstr=ROTHERMICH_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..253R/abstract target=ref>Rothermich et al. 2024</a>,M0,,,,,,,,,0.61,,,0,-0.950,0.020,-0.010,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h21m06.19s,5.2758121,-33d48m11.40s,-33.8031679,52.5829000,0.1090500,-0.1090500,12.5010000,0.0800000,-0.0800000,8.8660000,0.0210000,-0.0210000,11.8242000,0.0002850,-0.0002850,2024-05-28,2024-06,2024-05-28
UCAC4 328-061594 b,UCAC4 328-061594,1,1,1,Imaging,2024,Multiple Observatories,Published Confirmed,0,<a refstr=ROTHERMICH_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..253R/abstract target=ref>Rothermich et al. 2024</a>,,,,,19000.000000,,,0,,,,,,,,,6674.39655,,,0,21.00000,,,0,Mass,,,,,,,,,,,,,0,<a refstr=ROTHERMICH_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..253R/abstract target=ref>Rothermich et al. 2024</a>,DC,,,,,,,,,1.19,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h10m47.79s,152.6991091,-24d27m11.76s,-24.4532674,39.9089000,0.1004000,-0.1000000,15.6890000,0.1750000,-0.1750000,15.7900000,0.2260000,-0.2260000,15.2120000,0.0005910,-0.0005910,2024-05-28,2024-06,2024-05-28
USco CTIO 108 b,USco CTIO 108,1,1,1,Imaging,2008,Teide Observatory,Published Confirmed,0,<a refstr=B_EACUTE_JAR_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...673L.185B/abstract target=ref>B&eacute;jar et al. 2008</a>,,,,,670.000000,,,0,,,,,,,,,4449.62000,635.66000,-2542.64000,0,14.00000,2.00000,-8.00000,0,Mass,,,,,,,,,,,,,0,<a refstr=B_EACUTE_JAR_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...673L.185B/abstract target=ref>B&eacute;jar et al. 2008</a>,M7,2700.00,100.00,-100.00,0,,,,,0.06,0.02,-0.02,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h05m54.06s,241.4752653,-18d18m44.70s,-18.3124167,144.0190000,5.2190000,-4.8720000,,,,12.5070000,0.0300000,-0.0300000,17.4229000,0.0016710,-0.0016710,2015-05-14,2008-02,2015-05-14
USco1556 b,USco1556 A,1,1,1,Imaging,2019,Multiple Observatories,Published Confirmed,0,<a refstr=CHINCHILLA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...633A.152C/abstract target=ref>Chinchilla et al. 2020</a>,,,,,3500.000000,40.000000,-40.000000,0,,,,,,,,,4767.45000,635.66000,-635.66000,0,15.00000,2.00000,-2.00000,0,Mass,,,,,,,,,2240,100,-100,0,0,<a refstr=CHINCHILLA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...633A.152C/abstract target=ref>Chinchilla et al. 2020</a>,M3.0 V,3410.00,100.00,-100.00,0,,,,,0.33,0.07,-0.07,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h56m24.89s,239.1037198,-25d41m20.57s,-25.6890476,140.6350000,1.6670000,-1.6290000,15.3600000,0.1210000,-0.1210000,10.4410000,0.0230000,-0.0230000,14.3099000,0.0028840,-0.0028840,2020-01-13,2020-01,2020-01-16
USco1621 b,USco1621 A,1,1,1,Imaging,2019,Multiple Observatories,Published Confirmed,0,<a refstr=CHINCHILLA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...633A.152C/abstract target=ref>Chinchilla et al. 2020</a>,,,,,2880.000000,20.000000,-20.000000,0,,,,,,,,,5085.28000,635.66000,-635.66000,0,16.00000,2.00000,-2.00000,0,Mass,,,,,,,,,2270,90,-90,0,0,<a refstr=CHINCHILLA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...633A.152C/abstract target=ref>Chinchilla et al. 2020</a>,M2.5 V,3460.00,100.00,-100.00,0,,,,,0.36,0.08,-0.08,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h21m29.54s,245.3730855,-25d29m43.54s,-25.4954265,137.9010000,0.9730000,-0.9600000,15.5430000,0.1830000,-0.1830000,10.1930000,0.0210000,-0.0210000,14.1769000,0.0007680,-0.0007680,2020-01-13,2020-01,2020-01-16
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,0,2,1,Imaging,2015,Paranal Observatory,Published Confirmed,0,<a refstr=RICH_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...830..114R/abstract target=ref>Rich et al. 2016</a>,,,,,,,,,,,,,,,,,13762.03900,9757.38100,-9757.38100,0,43.30000,30.70000,-30.70000,0,Mass,,,,,,,,,,,,,0,<a refstr=RICH_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...830..114R/abstract target=ref>Rich et al. 2016</a>,,,,,,,,,,0.06,,,-1,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h56m02.15s,194.0089640,-12d57m21.71s,-12.9560310,,,,17.7300000,0.2000000,-0.2000000,10.0440000,0.0210000,-0.0210000,,,,2016-08-04,2016-10,2016-08-04
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,1,2,1,Imaging,2015,Paranal Observatory,Published Confirmed,0,<a refstr=DUPUY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.1688D/abstract target=ref>Dupuy et al. 2023</a>,5800000.00000000,3000000.00000000,-4000000.00000000,0,350.000000,110.000000,-150.000000,0,13.675,,,0,1.220,,,0,5085.25451,317.82841,-317.82841,0,16.00000,1.00000,-1.00000,0,Mass,0.680000,0.110000,-0.100000,0,,,,,1194,9,-9,0,0,<a refstr=DUPUY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.1688D/abstract target=ref>Dupuy et al. 2023</a>,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h56m02.15s,194.0089640,-12d57m21.71s,-12.9560310,,,,17.7300000,0.2000000,-0.2000000,10.0440000,0.0210000,-0.0210000,,,,2023-04-17,2023-02,2023-04-17
